# MAC address prefix -> vendor name, used by lsnet.
#
# Derived from Wireshark's "manuf" database
# (https://www.wireshark.org/download/automated/data/manuf), which Wireshark
# generates from the IEEE OUI registries (https://standards-oui.ieee.org/).
# Vendor names were shortened by scripts/update-oui.py.
#
# Wireshark: Copyright 1998 Gerald Combs <gerald@wireshark.org> and contributors.
# SPDX-License-Identifier: GPL-2.0-or-later
#
# Format: one assignment per line, HEXPREFIX, a tab, then the vendor name.
# HEXPREFIX is 6, 7 or 9 hex digits (24, 28 or 36-bit assignments).
000000	Officially Xerox but 0:0
30BB281	FairPhone
30BB282	Roomio
30BB283	Cellslink Intelligence
30BB284	Huizhou Hengdu
30BB285	WuHan Glory Road Precisi
30BB286	Sunwoda Mobility Energy
30BB287	Msgq Technologies Servic
30BB288	Kahf Software
30BB289	Shuangyunhe
30BB28A	Bull Creek
30BB28B	JiangSu Shenzhou Semicon
30BB28C	TAIRA(Lasersan Advanced
30BB28D	IndiaVP Semiconductor Pv
30BB28E	StarTop Era (Shanghai )
30BB43	Sixi
30BB7D	OnePlus Technology (Shen
30BC4F	Jianguo Bite
30BD13	Zyxel
30BDFE	Sichuan Tianyi Comheart
30BE29	AltoBeam
30BE3B	Mitsubishi Electric
30C01B	Jingxun Software Telecom
30C0AE	Apple
30C3D9	Alpsalpine Co .Ltd
30C507	ECI Telecom
30C50F	Huawei
30C599	ASUSTek COMPUTER
30C695	Overview
30C6AB	zte
30C6D7	New H3C
30C6F7	Espressif
30C750	MIC
30C7AE	Samsung
30C82A	WI-BIZ
30C8A2	Transchan
30C91B	Zhen Shi Information Tec
30C922	Espressif
30C9AB	Cloud Network Technology
30C9CC	Samsung
30CB36	Belden Singapore Pte
30CB89	OnLogic
30CBC7	Cambium
30CBF8	Samsung
30CC21	zte
30CDA7	Samsung
30D042	Dell
30D16B	Liteon
30D17E	Huawei
30D32D	devolo
30D357	Logosol
30D386	zte
30D46A	Autosales
30D4E2	Huawei
30D51F	Prolights
30D53E	Apple
30D587	Samsung
30D659	Merging
30D6C9	Samsung
30D7A1	Apple
30D875	Apple
30D941	Raydium Semiconductor
30D959	Longcheer
30D97F	Tech4home Lda
30D9D9	Apple
30DCE7	zte
30DDAA	Dahua Technologyco
30DE4B	TP-Link
30DE52	Samsung
30DE86	Cedac Software S.r.l
30DF17	Alpsalpine Co .Ltd
30DF8D	Gongjin Electronics Co.
30E044	Google
30E04F	Apple
30E090	Genevisio
30E171	Hewlett Packard
30E1F1	Intelbras
30E226	Apple
30E271	Fsas
30E283	Texas Instruments
30E37A	Intel
30E396	Huawei Device
30E3A4	Intel
30E3D6	Spotify
30E48E	Vodafone UK
30E4D8	Huawei Device
30E4DB	Cisco
30E7BC	Oppo Mobile Telecommunic
30E8E4	Qorvo International Pte
30E98E	Huawei
30EA26	Sycada
30EB15	Huawei Device
30EB1F	Skylab M&C
30EB25	Intek Digital
30EB5A	EYKON Solutions
30EC7C	Along
30ECA3	Alfatron
30ED96	LS Mecapion
30EDA0	Espressif
30EFD1	Alstom Strongwish (Shenz
30F028	Bosch Sicherheitssysteme
30F03A	UEI Electronics Private
30F23C	Tecno Mobile
30F31D	zte
30F335	Huawei
30F33A	+plugg
30F42F	Esp
30F527	New H3C
30F600	Sagemcom Broadband
30F65D	Hewlett Packard Enterpri
30F6B9	Ecocentric Energy
30F6EF	Intel
30F70D	Cisco
30F772	Foxconn
30F77F	S Mobile Devices
30F7C5	Apple
30F7D7	Thread
30F856	Extreme
30F947	Skyworth Digital
30F94B	Universal
30F9ED	Sony
30FAB7	Tunai Creative
30FB10	Silicon Laboratories
30FB68	Wuhan Zmvision
30FB94	Fangzhiwei Information
30FBB8	Huawei
30FC68	TP-Link
30FC8C	Vantiva - Connected Home
30FCEB	LG Electronics (Mobile C
30FD11	Macrotech (Usa)
30FD34	COMMANDO Networks Pvt
30FD38	Google
30FD65	Huawei
30FE31	Nokia
30FE6C	Apple
30FEFA	Cisco
30FFF6	KuoHeng
30FFFD	Huawei
34008A0	Angee
34008A1	ZQAM
34008A2	RPE "Monitor"
34008A3	Globex 99
34008A4	Fotonic i Norden
34008A5	Federal Aviation Adminis
34008A6	Sithon
34008A7	uberGARD Pte
34008A8	Andakai
34008A9	Keruyun Technoligies(Bei
34008AA	Hibertek
34008AB	Project Engineering
34008AC	Eternal Idea
34008AD	ChengDu HuiZhong Cloud I
34008AE	Wxl
3400A3	Huawei
340286	Intel
34029B	Plexonics
34029C	D-Link
34033D	HP
3403DE	Texas Instruments
34049E0	GoChip
34049E1	Connected IO
34049E2	EFD Induction
34049E3	Nanjing Mythware Informa
34049E4	Harbin Xilu
34049E5	Seeiner
34049E6	Life Interface
34049E7	Pebble
34049E8	Eclipse Information
34049E9	Church & Dwight
34049EA	i3
34049EB	Eginity
34049EC	ClearCaptions
34049ED	uikismart
34049EE	ND SatCom
340557	vivo Mobile Communicatio
34074F	AccelStor
3407AC	Pronyx
3407FB	Ericsson
340804	D-Link
3408BC	Apple
3408E1	Texas Instruments
340962	Hikvision Digital
3409C9	Huayin
3409E9	Harman/Becker Automotive
340A22	Top-Access
340A33	D-Link
340A98	Huawei
340AFF	Qingdao Hisense
340B40	Mios Elettronica
340CED	Moduel
340E22	Apple
340F66	Web Sensing
34105D	Texas Instruments
3410BE	Apple
3410D0	Huawei
3410F4	Silicon Laboratories
341290	Treeview
341298	Apple
3412DC	Qingdao HaierTechnology
3412F9	Huawei
341343	GE Lighting
3413A8	Mediplan
3413E8	Intel
341453	Gantner
34145F	Samsung
3414B5	Texas Instruments
341513	Texas Instruments
341530	vivo Mobile Communicatio
341593	Ruckus Wireless
34159E	Apple
341736	iComm Semiconductor
3417DD	Sercomm France Sarl
3417EB	Dell
34194D	Arcadyan
341A35	Fiberhome Telecommunicat
341A4C	Weibu
341B22	Grandbeing
341B2D	Cisco
341CF0	Xiaomi
341E6B	Huawei
341FC4	V-Link
341FE4	Commscope
342003	Feitengyun
3420D3	Ip-Com
3420E3	Ruckus Wireless
342109	Jensen Scandinavia
3422CF	AUMOVIO
342387	Foxconn
3423BA	Samsung Electro-Mechanic
34243E	zte
34255D	Loadcom
3425B4	Silicon Laboratories
3425BE	Amazon
342601	Huawei
342606	CarePredict
3426E6	Cig Shanghai
342792	Freebox
342840	Apple
342844	Kyung In
342865	Juniper
3428F0	ATN
342912	Huawei
34298F0	BlackEdge Capital
34298F1	Chengdu Meross
34298F2	Advance River System
34298F3	Vorx Telecommunications
34298F4	ISRA Vision
34298F5	Highlite
34298F6	Bellman & Symfon
34298F7	Kingtron
34298F8	Nanjing Sandemarine Elec
34298F9	Wiesheu
34298FA	Virtual Trunk Pte
34298FB	Schnick-Schnack-Systems
34298FC	Albert Handtmann Maschin
34298FD	Keystone Electronic Solu
34298FE	ARC
3429EA	Mcd Electronics Sp. Z O.
3429EF	Qingdao Haier
342AF1	Texas Instruments
342B6E	Apple
342B70	Arris
342C8E	Ufispace
342CC4	Compal Broadband
342D0D	Samsung
342D0F	zte
342DA3	Fiberhome Telecommunicat
342EB6	Huawei
342EB7	Intel
342F6E	Anywire
342FBD	Nintendo
343111	Samsung
34317F	Panasonic Appliances
34318F	Apple
3431C4	AVM
3432E6	Panasonic Industrial Dev
343607	Pinewave Pte
343638	Huawei
34363B	Apple
343654	zte
343759	zte
343794	Hamee
343839	NEC Platforms
3438AF	Inlab
3438B7	HUMAX
343916	Google
343A20	Hewlett Packard Enterpri
343C30	NXP Semiconductor (Tianj
343D7F	Klipsch
343D98	JinQianMao
343DA9	Huawei
343DC4	Buffalo.Inc
343E25	Ohsung
343EA4	Ring
3440B5	Ibm
34415D	Intel
3441A8	ER-Telecom
344262	Apple
3446630	China Drive Electric Co.
3446631	Chain Reaction
3446632	Amcrest
3446633	LA Clippers
3446634	Luminys
3446635	Wuhan IDXLINK
3446636	China Motor
3446637	Htfuture
3446638	Bluesoo Tech (HongKong)
3446639	Kanghai Information Syst
344663A	Shenhong Communication
344663B	Grohe
344663C	mirle automation
344663D	Tashi Internet Of Things
344663E	ELECQ
34466F	HiTEM Engineering
3446EC	Huawei Device
344763	Comtrend
34479A	Oppo Mobile Telecommunic
3447D4	Chengdu Quanjing Intelli
3448ED	Dell
344951	Eliyan
34495B	Sagemcom Broadband
344A1B	zte
344A86	Honor Device
344AC3	HuNan ZiKun Information
344B3D	Fiberhome Telecommunicat
344B50	zte
344CA4	amazipoint
344CC8	Echodyne
344DEA	zte
344DF7	LG Electronics (Mobile C
344E2F	Lear
344EE2	Huawei Device
344F3F	IO-Power
344F5C	R&M
344F69	Ekinops
34516F	Skychers Creations ShenZ
345180	TCL King Electrical Appl
345184	Huawei Device
3451AA	Jid Global
3451C9	Apple
3453D2	Sagemcom Broadband
34543C	Takaoka Toko
3454EF	Cisco
345506	Genius
345594	Fujian Star-Net Communic
3455E5	SJIT
3456ED	Goerdyna
3456FE	Cisco Meraki
345760	MitraStar
345840	Huawei
34587C	Mirae Information
34588A	Cisco
345A06	SHARP
345A18	Alignment Engine
345A60	Micro-Star INTL
345ABA	tcloud intelligence
345B11	Evi Heat
345B98	EM Microelectronic
345BBB	GD Midea Air-Conditionin
345C40	Cargt
345CF3	Chipsea Technologies (Sh
345D10	Wytek
345D9E	Sagemcom Broadband
345DA8	Cisco
345E08	Roku
345EE7	ChengFengErLai Digial
345F45	Espressif
3460F9	TP-Link
346178	The Boeing
346288	Cisco
3462B4	Renesas Electronics (Pen
3463D4	Bionix Supplychain Techn
3464A9	Hewlett Packard
346679	Huawei
346691	Apple
3466EA	Vertu
34684A	Teraworks
346893	Tecnovideo
346895	Foxconn
3468B5	Texas Instruments
346987	zte
346AC2	Huawei
346B46	Sagemcom Broadband
346B5B	New H3C
346BD3	Huawei
346C0F	Pramod Telecom Pvt
346D9C	Carrier
346E68	Huawei
346E8A	Ecosense
346E9D	Ericsson
346F11	Qingdao Zhipai Informati
346F24	AzureWave
346F3F	Foxconn
346F71	TenaFe
346F90	Cisco
346F92	White Rodgers Division
346FED	Enovation Controls
347069	Cisco
347146	Huawei Device
34732D	Cisco
34735A	Dell
347379	xFusion Digital
347563	Rf-Link
3475C7	Avaya
3476C5	I-O Data
347839	zte
347877	O-Net Communications (Sh
3478D7	Gionee Communication Equ
347916	Huawei
347A60	Commscope
347C25	Apple
347DE4	Bilian Electronic Co.，Lt
347DF6	Intel
347E00	Huawei Device
347E39	Nokia Danmark A/S
347E5C	Sonos
347ECA	Nextwill
347F63	Concept Pro Surveillance
34800D	Cavium
3480B3	Xiaomi
348137	Unicard
3481C4	AVM
3481F4	SST Taiwan
3482C5	Samsung
3482DE	Kiio
348302	iFORCOM
3483D5	Huawei
348446	Ericsson
3484E4	Texas Instruments
348511	Skyworth Digital
348518	Espressif
348584	Extreme
34862A	Heinz Lackmann GmbH &
34865D	Espressif
3486DA	Honor Device
34873D	Quectel Wireless Solutio
3487FB	Gtai
348818	Cisco
34885D	Logitech Far East
348A12	Hewlett Packard Enterpri
348A3B	Huawei Device
348A7B	Samsung
348AAE	Sagemcom Broadband
348B75	Lava International(H.K)
348C5E	Apple
348D13	Silicon Laboratories
348D52	Sichuan Tianyi Comheart
348E89	BroadLink
348F27	Ruckus Wireless
3490EA	Murata
34916F	UserGate
3491F0	Dji Baiwang
3492C2	Square Route
349342	TTE
34936F	Juniper
349454	Espressif
3495DB	Logitec
349671	Huawei
349672	TP-Link
349677	zte
34976F	Rootech
3497D7	Yealink(Xiamen) Network
3497F6	ASUSTek COMPUTER
3497FB	Advanced Rf
34987A	Espressif
3498B5	Netgear
34996F	VPI Engineering
349971	Quanta Storage
3499D7	Universal Flow Monitors
349A0D	ZBD Displays
349B5B	Maquet
349D90	Heinzmann GmbH &
349E34	Evervictory Electronic C
349F7B	Canon
34A137	Huawei
34A183	AWare
34A27D	Unisyue Technologies Co;
34A2A2	Huawei
34A34E	NevadaNano
34A395	Apple
34A3BF	Terewave
34A55D	Technosoft
34A5B4	Navtech Pte
34A5E1	Sensorist ApS
34A68C	Shine Profit Development
34A6EF	Phaten
34A709	Trevil
34A7BA	Fischer
34A843	KYOCERA Display
34A84E	Cisco
34A8A0	Huawei
34A8DB	SenArch ApS
34A8EB	Apple
34AA31	Skyworth Digital
34AA8B	Samsung
34AA99	Nokia
34AAEE	Mikrovisatos Servisas UA
34AB37	Apple
34AB95	Espressif
34AC11	China Mobile Group Devic
34AC2F	zte
34AD61	Celestica
34ADE4	Chint Power
34AF2C	Nintendo
34AFA3	Recogni
34AFB3	Amazon
34B1EB	Apple
34B1F7	Texas Instruments
34B20A	Huawei Device
34B354	Huawei
34B472	Espressif
34B4F0	Hasselblad (Shenzhen) Tr
34B571	Plds
34B5A3	Cig Shanghai
34B5F30	Addsoft
34B5F31	Satco Europe
34B5F32	Inspired Flight
34B5F33	WEAD
34B5F34	LAUMAS Elettronica s.r.l
34B5F35	Kyokuto Solutions
34B5F36	Jenesis(Shen Zhen)Co
34B5F37	Hyatta Digital
34B5F38	Sigen New Energy
34B5F39	PeakVic
34B5F3A	Bethlabs(Tianjin)Technol
34B5F3B	Aeterlink
34B5F3C	Mifasuolla Smart
34B5F3D	Digicom
34B5F3E	Viettel Manufacturing Co
34B7DA	Espressif
34B7FD	Younghead
34B883	Cisco
34B98D	Xiaomi
34BA38	Pal Mohan Electronics Pv
34BA51	Se-Kure Controls
34BA75	Everest
34BA9A	Asiatelco
34BB1F	BlackBerry RTS
34BB26	Motorola Mobility LLC a
34BC5E	eero
34BCA6	Ding Qing
34BD20	Hikrobot
34BDC8	Cisco
34BDF9	WDK
34BDFA	Cisco SPVTG
34BE00	Samsung
34BF90	Fiberhome Telecommunicat
34C059	Apple
34C0F9	Rockwell Automation
34C103	Huamu
34C1E9	Ulak
34C229	Calix
34C232	Samsung
34C386	Apple
34C3AC	Samsung
34C3D2	Fn-Link
34C3FD	Cisco
34C459	Texas Instruments
34C515	Hewlett Packard Enterpri
34C5D0	Hagleitner Hygiene
34C69A	Enecsys
34C6DD	Ezviz Software
34C731	Alpsalpine Co .Ltd
34C7E9	Google
34C803	Nokia
34C8D60	Zhangyue
34C8D61	Xmitech
34C8D62	Linkpi
34C8D63	kratos network pte.ltd
34C8D64	Chengdu Decentest
34C8D65	Prizma Group Distributio
34C8D66	Signalwing
34C8D67	ZXCLAA Technology(Suzhou
34C8D68	Illumina
34C8D69	Laxton
34C8D6A	Jooan
34C8D6B	Yuanzhou Intelligent (Sh
34C8D6C	Huizhou KDT Intelligent
34C8D6D	eight
34C8D6E	Kanghai Information Syst
34C93D	Intel
34C99D	Eidolon
34C9F0	LM
34CA81	New H3C Intelligence Ter
34CB1A	Procter & Gamble
34CC28	Nexpring Co. LTD
34CD6D	CommSky
34CDB0	Espressif
34CDBE	Huawei
34CE00	XIAOMI
34CE69	Nokia Solutions and Netw
34CE94	Parsec (Pty)
34CF6C	Taili wireless communica
34CFB5	Robotic d.o.o
34CFF6	Intel
34D09B	MobilMAX
34D0B80	Captec
34D0B81	Bao Lai Wei Intelligent
34D0B82	Blustream
34D0B83	Tascent
34D0B84	EQPlay Intelligent Techn
34D0B85	eesy-innovation
34D0B86	NumberFour
34D0B87	Rikomagic
34D0B88	Vtrek
34D0B89	Skytech Creations
34D0B8A	Meatest sro
34D0B8B	Orosound
34D0B8C	Glory Mark Electronic Lt
34D0B8D	NTX Embedded
34D0B8E	Kongqiguanjia (Beijing)T
34D262	Sz Dji
34D270	Amazon
34D2C4	RENA GmbH Print Systeme
34D4E3	Atom Power
34D509	Genexis
34D693	Huawei Device
34D712	Smartisan Digital
34D72F	SuperElectron
34D737	IBG Industriebeteiligung
34D772	Yudian Automation
34D7B4	Tributary
34D7F50	Inrico
34D7F51	C&D Electronics CO.Ltd
34D7F52	Venture
34D7F53	Cassel Messtechnik
34D7F54	Huchi
34D7F55	Acellent
34D7F56	Dreamtech
34D7F57	Softel
34D7F58	AIoTrust
34D7F59	Optikinetics
34D7F5A	Hefei Panyuan Intelligen
34D7F5B	Resnics Technology (Shan
34D7F5C	Lucy Electric Manufactur
34D7F5D	Schenker Storen
34D7F5E	Catapult Sports
34D856	Skyworth Digital
34D868	Broadcom
34D954	WiBotic
34DAA1	Apple
34DAB7	zte
34DAC1	SAE Technologies Develop
34DB9C	Sagemcom Broadband
34DBFD	Cisco
34DC99	New H3C
34DD04	Minut
34DD7E	Umeox Innovations
34DDCC	Google
34DE1A	Intel
34DE34	zte
34DF20	Comstar.Technology
34DF2A	Fujikon
34E0CF	zte
34E0D7	Qisheng
34E12D	Intel
34E1A9	AVM Audiovisuelles Marke
34E1D10	Tianjin Sublue Ocean Sci
34E1D11	SAMA NextGen PTE
34E1D12	Teton Camera
34E1D13	Rinco Ultrasonics
34E1D14	ASA Innovation &
34E1D15	Doki
34E1D16	Ningbo Hua Gao Mdt Info
34E1D17	Genius Pros
34E1D18	Hubitat
34E1D19	Biamp
34E1D1A	OrCam
34E1D1B	APG Cash Drawer
34E1D1C	CREW by True Rowing
34E1D1D	Hi-Tech.Org
34E1D1E	Annapurna labs
34E1D7	NXP Semiconductors Taiwa
34E2FD	Apple
34E380	Genexis
34E3DA	Hoval Aktiengesellschaft
34E3FB	Samsung
34E42A	Automatic Bar Controls
34E5EC	Palo Alto
34E6AD	Intel
34E6D7	Dell
34E6E6	LG Innotek
34E70B	HAN
34E71C	YOUHUA
34E894	TP-Link
34E911	vivo Mobile Communicatio
34E9FE	Metis
34EA10	Orbic North
34EA34	Gubei
34EAE7	High-Flying
34ECB6	Phyplus Microelectronics
34ED0B	XZ-COM.CO
34ED1B	Cisco
34EE16	Apple
34EE2A	ConMet
34EF44	2Wire
34EF8B	NTT DOCOMO BUSINESS
34EFB6	Edgecore
34EFD7	Huawei
34F015	Xiaomi Mobile Software
34F043	Samsung
34F084	Samsung
34F0CA	Linghangyuan Digital
34F150	Hui Zhou Gaoshengda
34F223	Fujian Newland Communica
34F39A	Intel
34F39B	WizLAN
34F5D7	Huawei Device
34F62D	SHARP
34F64B	Intel
34F68D	Apple
34F6D2	Panasonic Taiwan
34F716	TP-Link
34F86E	Parker Hannifin
34F890	Nanjing RISC-V Institute
34F8DD	Apple
34F8E7	Cisco
34F968	ATEK Products
34FA1C	Xiaomi Mobile Software
34FA40	Robustel
34FA9F	Ruckus Wireless
34FC6F	Alcea
34FC99	SJIT
34FCA1	Micronet union Technolog
34FCB9	Hewlett Packard Enterpri
34FCEF	LG Electronics (Mobile C
34FD6A	Apple
34FD70	Intel
34FE1C	Choung Hwa
34FE77	Apple
34FE9E	Fujitsu
34FEC5	Sunwoda intelligent hard
34FFF3	Huawei
380025	Intel
380118	ULVAC
380146	Bilian Electronic Co.，Lt
380195	Samsung
380197	TSST Global
38019F	Fast
3802DE	Sercomm
3802E3	Yichen (Shenzhen)
380484	Apple
3805250	Groeneveld-BEKA
3805251	Visitech
3805252	Huizhou Xunchuang
3805253	Meigao Electronic Equipm
3805254	Annapurna labs
3805255	Scorbit
3805256	Blovedream
3805257	Things Of A Feather
3805258	Robotize ApS
3805259	Annapurna labs
380525A	nbeings private
380525B	Cammax Optronics
380525C	Christeyns Engineering K
380525D	Halliday Holdings PTE
380525E	Private
380546	Foctek Photonics
3805AC	Piller
3806B4	A.D.C
3806E6	Arcadyan
380716	Freebox
3807D4	Zeppelin
3808FD	Silca
3809A4	Firefly Integrations
3809FB	Apple
380A0A	Sky-City Communication a
380A4F	Prachi Enterprises
380A94	Samsung
380AAB	Formlabs
380B26	Mindray
380B3C	Texas Instruments
380B40	Samsung
380DD4	Primax
380E4D	Cisco
380E7B	V.P.S. Thai
380F4A	Apple
380FAD	Huawei
380FE4	Dedicated Network Partne
3810D5	AVM Audiovisuelles Marke
3810F0	Hewlett Packard Enterpri
38127B	Crenet Labs
38141B	Secure Letter
381428	Dell
38144E	Fiberhome Telecommunicat
3814A1	LG Innotek
38165A	zte
381672	SuperElectron
3816B3	HP
3816D1	Samsung
381730	Ulrich Lippert GmbH &
381766	Promzakaz
3817B1	Sagemcom Broadband
3817C3	Hewlett Packard Enterpri
3817E1	Vantiva
38182B	Espressif
38184C	Sony Home Entertainment&
381868	Intel
38192F	Nokia
381A52	Seiko Epson
381B9E	Qingdao Intelligent&Prec
381C1A	Cisco
381C23	Hilan
381C4A	SIMCom Wireless Solution
381D14	Skydio
381DD9	Fn-Link
381EC7	Chipsea Technologies(She
381F260	Jaesung Information & Co
381F261	Sernet (Suzhou)
381F262	Synamedia
381F263	Bosch Automotive Electro
381F264	Airmaster A/S
381F265	Huazhou Intelligent Equi
381F266	NOITAC sp. z o.o. sp.k
381F267	RCE systems s.r.o
381F268	Avon Protection
381F269	SMS Evoko
381F26A	Sercomm
381F26B	Deutronic Elektronik
381F26C	Jade Bird Fire
381F26D	Hwachang
381F26E	Annapurna labs
381F8D	Tuya Smart
382028	Huawei
382056	Cisco
3820A8	ColorTokens
382187	Midea
3821C7	Hewlett Packard Enterpri
382228	Telink Micro
38229D	ADB Broadband Italia
3822D6	H3C
3822E2	HP
3822F4	Huawei Device
3824F1	Private
38256B	Microsoft Mobile
3825F3	Mellanox
38262B	UTran
382656	TCL King Electrical Appl
3826CD	Andtek
382835	zte
3828EA	Fujian Netcom
38295A	Oppo Mobile Telecommunic
3829DD	ONvocal
382A19	Technica Engineering
382A8B	nFore
382A8C	ALL Winner (Hong Kong)
382B78	Eco Plugs Enterprise
382C4A	ASUSTek COMPUTER
382CDB	Arista
382CE5	Tuya Smart
382DD1	Samsung
382DE8	Samsung
382FB0	GD Midea Air-Conditionin
3830F9	LG Electronics (Mobile C
38315A	Rinnai
3831AC	Weg
38327A	Routerboard.com
3833C5	Microsoft
3835FB	Sagemcom Broadband
38378B	Huawei
38384B	vivo Mobile Communicatio
3838A6	Arista
383904	ittim
38396C	Huawei Device
38398F	Silicon Laboratories
3839CD	vivo Mobile Communicatio
3839DD	Nokia
383A210	R3C Information(Shenzhen
383A211	HOBART
383A212	HS Fiber Communication E
383A213	Greatwall Safety System
383A214	Innovation
383A215	OOO NPP Uraltechnologiya
383A216	Smart-core
383A217	Chengdu Krosslan
383A218	Alicat Scientific
383A219	Skylark Wireless
383A21A	Foresight Sports
383A21B	Pactron
383A21C	Mission Embedded
383A21D	Colooc
383A21E	SDNware
383B26	Jiangsu Qinheng
383BC8	2Wire
383C9C	Fujian Newland Payment
383D5B	Fiberhome Telecommunicat
383E51	Espressif
383F10	DBL
383FB3	Vantiva
383FE8	Huawei
38420B	Sonos
384233	Wildeboer Bauteile
3842A6	Ingenieurbuero Stahlkopf
384369	Patrol Products Consorti
38437D	Compal Broadband
3843E5	Grotech
3844BE	Espressif
38453B	Ruckus Wireless
38454C	Light Labs
384554	Harman/Becker Automotive
38458C	MyCloud
384608	zte
384712	Luxottica Tristar (Dongg
3847BC	Huawei
3847F2	Recogni
38484C	Apple
384A80	Samsung
384B24	Siemens
384B5B	Ztron
384B76	AIRTAME ApS
384C4F	Huawei
384C90	Commscope
384DD2	Huawei Device
384E56	Texas Instruments
384F49	Juniper
384FF0	AzureWave
38521A	Nokia
385247	Huawei Device
385319	34ED LLC DBA Centegix
38539C	Apple
385439	Shiyuan
38549B	zte
3854F5	AltoBeam
385610	CANDY HOUSE
38563D	Microsoft
3856B5	Peerbridge Health
38580C	Panaccess
3859F8	MindMade Sp. z o.o
3859F9	Foxconn
385AA8	Zhongdun Security Techno
385B44	Silicon Laboratories
385C76	Plantronics
385CFB	Silicon Laboratories
385F66	Cisco SPVTG
385FC3	Yu Jeong System Co.Ltd
386077	Pegatron
3861A5	Grabango
386233	Apple
38637F	Fiberhome Telecommunicat
3863BB	Hewlett Packard
3863F6	3Nod Multimedia(Shenzhen
386407	Qingdao Intelligent&Prec
386504	Honor Device
3865B2	Apple
386645	OOSIC
3866F0	Apple
386793	Asia Optical
386893	Intel
3868A4	Samsung
3868BE	Sichuan Tianyi Comheart
3868DD	Inventec
386A77	Samsung
386B1C	Mercury Communication
386BBB	Commscope
386C9B	Ivy Biomedical
386DED	Juniper
386E21	Wasion
386E88	zte
386EA2	vivo Mobile Communicatio
386EB2	Huawei
386F6B	Oppo Mobile Telecommunic
386FF4	Amazon
38700C	Commscope
387035	Nintendo
3870F2	Huawei
3871DE	Apple
3872C0	Comtrend
38736E	Huawei Device
3873EA0	L-3 Communications Mobil
3873EA1	KingWay Information
3873EA2	Eyesight(Shanghai)Commun
3873EA3	Proch plastic
3873EA4	Light Blue Optics
3873EA5	Istcontrol
3873EA6	Live Sentinel
3873EA7	PingGPS
3873EA8	Rock
3873EA9	Lightform
3873EAA	Cse
3873EAB	ZoomSmart
3873EAC	LG
3873EAD	Annapurna labs
3873EAE	Jixian
387605	Inogeni
3876CA	Smart Intelligent Techno
3876D1	Euronda
387707	AltoBeam
3877CD	Kokusai Electric
387862	Sony
387A0E	Intel
387A3C	Fiberhome Telecommunicat
387ACC	Bilian Electronic Co.，Lt
387B01	MiaoMing Intelligent
387B47	AKELA
387C76	Universal Global Scienti
387F8B	Apple
3880DF	Motorola Mobility LLC a
3881D7	Texas Instruments
388345	TP-Link
38839A	Rf-Link
388479	Cisco Meraki
3885BB	Commodore
388602	Flexoptix
3886F7	Google
38879C	Ei
3887D5	Intel
38881E	Huawei
388871	Askey Computer
3888A4	Apple
38892C	Apple
3889DC	Opticon Sensors Europe
388A06	Samsung
388A21	UAB "Teltonika Telematic
388AB7	ITC
388ABE	Oppo Mobile Telecommunic
388B59	Google
388C50	LG
388CEF	Samsung
388D3D	WNC
388E7A	Autoit
388EE7	Fanhattan
388F30	Samsung
389052	Huawei
3890A5	Cisco
3890AF	zte
3890FE	New H3C
389148	zte
3891B7	Cisco
3891D5	H3C
3891FB	Xenox Holding
389201	Tianyi Telecom Terminals
38922E	ArrayComm
389231	Tecno Mobile
389461	Renesas Electronics (Pen
389496	Samsung
3894E0	Syrotech
3894ED	Netgear
389592	Tendyron
3897A4	Elecom
3897D6	H3C
3898D8	Meritech
3898E9	Huawei Device
389AF6	Samsung
389B73	Gsd Viet Nam
389CB2	Apple
389D92	Seiko Epson
389E4C	Hewlett Packard Enterpri
389E80	zte
389F5A	C-Kur TV
389F77	Retronic Interconnect
389F83	OTN Systems N.V
38A067	Nokia Solutions and Netw
38A28C	Rf-Link
38A3E0	1Finity
38A44B	Huawei Device
38A4ED	Xiaomi
38A53C	COMECER Netherlands
38A5B6	Megmeet Electrical
38A5C9	Tuya Smart
38A659	Sagemcom Broadband
38A6CE	Sky Uk
38A746	Compal Information (Kuns
38A851	Quickset Defense
38A86B	Orga
38A89B	Fiberhome Telecommunicat
38A8CD0	ACiiST Smart
38A8CD1	Fujica System
38A8CD2	Porient
38A8CD3	Fyrnetics
38A8CD4	WHITEvoid
38A8CD5	Revo Infratech
38A8CD6	cal4care Pte
38A8CD7	Kanghai Information Syst
38A8CD8	Max Way
38A8CD9	PT Supertone
38A8CDA	NIC Technologii
38A8CDB	Qingdao Hisense Hitachi
38A8CDC	Aumiwalker
38A8CDD	Annapurna labs
38A8CDE	Outform
38A91C	New H3C
38A95F	Actifio
38A9EA	Hk Dapu
38AA09	Cisco
38AA20	zte
38AA3C	Samsung Electro Mechanic
38AB16	Npo Rtt
38AB41	Texas Instruments
38AC3D	Nephos
38ACDD	Valenco
38AD2B	Hitron
38AD8E	New H3C
38ADBE	New H3C
38AF29	Dahua
38AFD0	Nevro
38AFD7	Fujitsu
38B12D	Sonotronic Nagel
38B14E0	Tongchuang Mechatronics
38B14E1	Mondo Technology Co .Ltd
38B14E2	Marssun
38B14E3	QRONOZ
38B14E4	Noitom Robotics Technolo
38B14E5	Brookhaven National Labo
38B14E6	Universal Robots A/S
38B14E7	Nace
38B14E8	QNION
38B14E9	Dcl Communication Pte
38B14EA	Amissiontech
38B14EB	Huizhou GYXX
38B14EC	Sunrise
